Date,Item,Total Quantity,Supplier,imputation_flag,weight
07/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",3,THREADMARKED (PAID),0,1
07/01/2026,Two-toned windbreaker @1700,3,THREADMARKED (PAID),0,1
07/01/2026,5M Rotating Keychain,1,USTORE (PAID),0,1
07/01/2026,Black Eco Bag,4,USTORE (PAID),0,1
07/01/2026,C. Keychain,2,USTORE (PAID),0,1
07/01/2026,College Sticker @120,1,USTORE (PAID),0,1
07/01/2026,ID Case v2 @40,2,USTORE (PAID),0,1
07/01/2026,Lanyard @180,4,USTORE (PAID),0,1
07/01/2026,MJ Sticker Large,1,USTORE (PAID),0,1
07/01/2026,MJ Sticker Small,3,USTORE (PAID),0,1
07/01/2026,Thomasian Kit,1,USTORE (PAID),0,1
07/01/2026,Tiger Plushie Big,5,USTORE (PAID),0,1
07/01/2026,Tote Bag Canvas White @160,1,USTORE (PAID),0,1
07/01/2026,Tote Viva Santo Tomas,5,USTORE (PAID),0,1
07/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
07/01/2026,New Keychain,9,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
07/01/2026,USTWBT Championship Shirt 2025,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
08/01/2026,Black Hoodie Embro,1,BLAZE (CONSIGNMENT),1,0.5
08/01/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
08/01/2026,Shirts all @450 UPSIZE (3XL-4XL),2,JUC (CONSIGNMENT),0,1
08/01/2026,Shirts all @450 UPSIZE (5XL),2,JUC (CONSIGNMENT),0,1
08/01/2026,UST OAT Hoodie Jacket,2,JUC (CONSIGNMENT),0,1
08/01/2026,UST OAT MUG (Pure Black),2,JUC (CONSIGNMENT),0,1
08/01/2026,UST OAT T-Shirt Y/B/COLLEGE,6,JUC (CONSIGNMENT),0,1
08/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,6,JUC (CONSIGNMENT),0,1
08/01/2026,Corp Jacket V3,5,JYL ATHLETICA (CONSIGNMENT),0,1
08/01/2026,Machete V2,1,JYL ATHLETICA (CONSIGNMENT),0,1
08/01/2026,Poloshirt 123456 @860,2,JYL ATHLETICA (CONSIGNMENT),0,1
08/01/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
08/01/2026,Big Car,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
08/01/2026,Tiger Paw Keychain @375,3,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
08/01/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
08/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",4,STITCH CORP. (BLEEVES PAID),0,1
08/01/2026,Bamboo Notebook @150,4,STITCH CORP. (BLEEVES PAID),0,1
08/01/2026,Corp Jacket V2,1,STITCH CORP. (BLEEVES PAID),0,1
08/01/2026,"Go USTE (W,Y,B) @450",1,THREADMARKED (CONSIGNMENT),0,1
08/01/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
08/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",3,THREADMARKED (PAID),0,1
08/01/2026,5M Rotating Keychain,4,USTORE (PAID),0,1
08/01/2026,Blanca Pen,4,USTORE (PAID),0,1
08/01/2026,C. Keychain,3,USTORE (PAID),0,1
08/01/2026,ID Case v2 @40,5,USTORE (PAID),0,1
08/01/2026,Lanyard @180,4,USTORE (PAID),0,1
08/01/2026,MJ Sticker Large,5,USTORE (PAID),0,1
08/01/2026,MJ Sticker Medium,7,USTORE (PAID),0,1
08/01/2026,Notelet,4,USTORE (PAID),0,1
08/01/2026,Tiger Plushie Small,1,USTORE (PAID),0,1
08/01/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
08/01/2026,Yellow Id Lanyard,1,USTORE (PAID),1,0.5
08/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
08/01/2026,New Keychain,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
10/01/2026,Black Hoodie Embro,1,BLAZE (CONSIGNMENT),1,0.5
10/01/2026,White Embro,1,BLAZE (CONSIGNMENT),0,1
10/01/2026,UST College ID Lace,2,JUC (CONSIGNMENT),0,1
10/01/2026,UST OAT T-Shirt Y/B/COLLEGE,6,JUC (CONSIGNMENT),0,1
10/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,16,JUC (CONSIGNMENT),0,1
10/01/2026,Cotton Black Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
10/01/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
10/01/2026,Tiger Paw Keychain @375,3,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
10/01/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
10/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",2,STITCH CORP. (BLEEVES PAID),0,1
10/01/2026,Corp Jacket V2,1,STITCH CORP. (BLEEVES PAID),0,1
10/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",3,THREADMARKED (PAID),0,1
10/01/2026,280ml Desk Mug / MCIA028,1,TIGER FLASK,0,1
10/01/2026,5M Rotating Keychain,4,USTORE (PAID),0,1
10/01/2026,Black Eco Bag,1,USTORE (PAID),0,1
10/01/2026,Blanca Pen,1,USTORE (PAID),0,1
10/01/2026,College Sticker @120,1,USTORE (PAID),0,1
10/01/2026,ID Case v2 @40,3,USTORE (PAID),0,1
10/01/2026,Insignia Pen,1,USTORE (PAID),0,1
10/01/2026,Lanyard @180,3,USTORE (PAID),0,1
10/01/2026,MJ Sticker Medium,2,USTORE (PAID),0,1
10/01/2026,MJ Sticker Small,1,USTORE (PAID),0,1
10/01/2026,Yellow Id Lanyard,1,USTORE (PAID),1,0.5
10/01/2026,Yellow Notebook,2,USTORE (PAID),0,1
12/01/2026,White Embro,2,BLAZE (CONSIGNMENT),0,1
12/01/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
12/01/2026,UST College ID Lace,4,JUC (CONSIGNMENT),0,1
12/01/2026,"UST OAT MUG (Y,W,B)",3,JUC (CONSIGNMENT),0,1
12/01/2026,UST OAT T-Shirt Y/B/COLLEGE,4,JUC (CONSIGNMENT),0,1
12/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,3,JUC (CONSIGNMENT),0,1
12/01/2026,UST T-Shirt Sporty,5,JUC (CONSIGNMENT),0,1
12/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",5,JYL ATHLETICA (CONSIGNMENT),0,1
12/01/2026,Tiger Costume,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
12/01/2026,Tiger Paw Keychain @375,4,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
12/01/2026,Back Pack,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
12/01/2026,Clock @700,2,STITCH CORP. (BLEEVES CONSIGNMENT),0,1
12/01/2026,Yellow Wearable Blanket,1,STITCH CORP. (BLEEVES CONSIGNMENT),1,0.5
12/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",13,STITCH CORP. (BLEEVES PAID),0,1
12/01/2026,Bamboo Notebook @150,2,STITCH CORP. (BLEEVES PAID),0,1
12/01/2026,Corp Jacket V2,1,STITCH CORP. (BLEEVES PAID),0,1
12/01/2026,Pen @40,1,TET AND DARS (PAID),0,1
12/01/2026,"Oversized shirt (V,B) @650",2,THREADMARKED (CONSIGNMENT),0,1
12/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",3,THREADMARKED (PAID),0,1
12/01/2026,5M Rotating Keychain,7,USTORE (PAID),0,1
12/01/2026,Automatic Umbrella,2,USTORE (PAID),0,1
12/01/2026,Blanca Pen,2,USTORE (PAID),0,1
12/01/2026,Chibi Stickers,4,USTORE (PAID),0,1
12/01/2026,College Sticker @120,1,USTORE (PAID),0,1
12/01/2026,ID Case v2 @40,7,USTORE (PAID),0,1
12/01/2026,Insignia Pen,1,USTORE (PAID),0,1
12/01/2026,Lanyard @180,10,USTORE (PAID),0,1
12/01/2026,MJ Charger,1,USTORE (PAID),0,1
12/01/2026,MJ Sticker Large,8,USTORE (PAID),0,1
12/01/2026,MJ Sticker Medium,9,USTORE (PAID),0,1
12/01/2026,MJ Sticker Small,12,USTORE (PAID),0,1
12/01/2026,Notelet,2,USTORE (PAID),0,1
12/01/2026,Picasso Pen,3,USTORE (PAID),0,1
12/01/2026,Tiger Plushie Big,2,USTORE (PAID),0,1
12/01/2026,Tiger Plushie Small,2,USTORE (PAID),0,1
12/01/2026,Tote Bag Canvas White @160,201,USTORE (PAID),0,1
12/01/2026,Yellow Id Lanyard,5,USTORE (PAID),1,0.5
12/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
12/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
12/01/2026,New Keychain,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
12/01/2026,VL Sticker Pack,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
13/01/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
13/01/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
13/01/2026,Shirts all @450 UPSIZE (5XL),1,JUC (CONSIGNMENT),0,1
13/01/2026,UST College ID Lace,5,JUC (CONSIGNMENT),0,1
13/01/2026,UST OAT Hoodie Jacket,2,JUC (CONSIGNMENT),0,1
13/01/2026,UST OAT T-Shirt Y/B/COLLEGE,6,JUC (CONSIGNMENT),0,1
13/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,9,JUC (CONSIGNMENT),0,1
13/01/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
13/01/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
13/01/2026,Tiger Paw Keychain @375,2,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
13/01/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
13/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",7,STITCH CORP. (BLEEVES PAID),0,1
13/01/2026,Corp Jacket V2,2,STITCH CORP. (BLEEVES PAID),0,1
13/01/2026,"Go USTE (W,Y,B) @450",3,THREADMARKED (CONSIGNMENT),0,1
13/01/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
13/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",3,THREADMARKED (PAID),0,1
13/01/2026,Two-toned windbreaker @1700,1,THREADMARKED (PAID),0,1
13/01/2026,5M Rotating Keychain,2,USTORE (PAID),0,1
13/01/2026,Black Eco Bag,1,USTORE (PAID),0,1
13/01/2026,Button Pin (Small),1,USTORE (PAID),0,1
13/01/2026,Chibi Stickers,1,USTORE (PAID),0,1
13/01/2026,ID Case v2 @40,2,USTORE (PAID),0,1
13/01/2026,Lanyard @180,2,USTORE (PAID),0,1
13/01/2026,MJ Sticker Large,4,USTORE (PAID),0,1
13/01/2026,MJ Sticker Medium,2,USTORE (PAID),0,1
13/01/2026,MJ Sticker Small,4,USTORE (PAID),0,1
13/01/2026,Notelet,1,USTORE (PAID),0,1
13/01/2026,Tiger Plushie Small,4,USTORE (PAID),0,1
13/01/2026,Tote Bag Canvas White @160,1,USTORE (PAID),0,1
13/01/2026,Yellow Id Lanyard,1,USTORE (PAID),1,0.5
13/01/2026,Varsity Long Sticker,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
14/01/2026,Black Embro Oversized Shirt,1,BLAZE (CONSIGNMENT),1,0.5
14/01/2026,Black Hoodie Embro,2,BLAZE (CONSIGNMENT),1,0.5
14/01/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
14/01/2026,Tripple Embro Black Shirt,1,BLAZE (CONSIGNMENT),1,0.5
14/01/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
14/01/2026,UST College ID Lace,140,JUC (CONSIGNMENT),0,1
14/01/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
14/01/2026,UST OAT MUG (Pure Black),4,JUC (CONSIGNMENT),0,1
14/01/2026,"UST OAT MUG (Y,W,B)",4,JUC (CONSIGNMENT),0,1
14/01/2026,UST OAT T-Shirt Y/B/COLLEGE,15,JUC (CONSIGNMENT),0,1
14/01/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
14/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,26,JUC (CONSIGNMENT),0,1
14/01/2026,UST T-Shirt Sporty,13,JUC (CONSIGNMENT),0,1
14/01/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
14/01/2026,Corp Jacket V3,5,JYL ATHLETICA (CONSIGNMENT),0,1
14/01/2026,DRI-FIT NEW,1,JYL ATHLETICA (CONSIGNMENT),0,1
14/01/2026,Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
14/01/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
14/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",4,JYL ATHLETICA (CONSIGNMENT),0,1
14/01/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
14/01/2026,Small Mystery Car,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
14/01/2026,Tiger Headband (2 Designs),2,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
14/01/2026,Tiger Paw Keychain @375,12,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
14/01/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
14/01/2026,Pen with BOX,1,NEW TRENDS (PAID),0,1
14/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",82,STITCH CORP. (BLEEVES PAID),0,1
14/01/2026,Bamboo Notebook @150,5,STITCH CORP. (BLEEVES PAID),0,1
14/01/2026,Pen @40,9,TET AND DARS (PAID),0,1
14/01/2026,"Go USTE (W,Y,B) @450",3,THREADMARKED (CONSIGNMENT),0,1
14/01/2026,"Oversized shirt (V,B) @650",3,THREADMARKED (CONSIGNMENT),0,1
14/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",4,THREADMARKED (PAID),0,1
14/01/2026,Two-toned windbreaker @1700,1,THREADMARKED (PAID),0,1
14/01/2026,5M Magnetic Pin,1,USTORE (PAID),0,1
14/01/2026,5M Rotating Keychain,40,USTORE (PAID),0,1
14/01/2026,Automatic Umbrella,11,USTORE (PAID),0,1
14/01/2026,Black Eco Bag,122,USTORE (PAID),0,1
14/01/2026,Blanca Pen,2,USTORE (PAID),0,1
14/01/2026,Button Pin (Small),32,USTORE (PAID),0,1
14/01/2026,C. Keychain,3,USTORE (PAID),0,1
14/01/2026,Chibi Stickers,6,USTORE (PAID),0,1
14/01/2026,Insignia Pen,7,USTORE (PAID),0,1
14/01/2026,Lanyard @180,22,USTORE (PAID),0,1
14/01/2026,MJ Sticker Large,14,USTORE (PAID),0,1
14/01/2026,MJ Sticker Medium,45,USTORE (PAID),0,1
14/01/2026,MJ Sticker Small,33,USTORE (PAID),0,1
14/01/2026,Notelet,22,USTORE (PAID),0,1
14/01/2026,Pencil,2,USTORE (PAID),0,1
14/01/2026,Picasso Pen,2,USTORE (PAID),0,1
14/01/2026,Tiger Plushie Big,2,USTORE (PAID),0,1
14/01/2026,Tote Bag Canvas White @160,2,USTORE (PAID),0,1
14/01/2026,Tote Viva Santo Tomas,8,USTORE (PAID),0,1
14/01/2026,Yellow Id Lanyard,14,USTORE (PAID),1,0.5
14/01/2026,Yellow Notebook,6,USTORE (PAID),0,1
14/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
14/01/2026,New Keychain,10,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
14/01/2026,Varsity Long Sticker,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
15/01/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
15/01/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
15/01/2026,UST College ID Lace,3,JUC (CONSIGNMENT),0,1
15/01/2026,"UST OAT MUG (Y,W,B)",1,JUC (CONSIGNMENT),0,1
15/01/2026,UST OAT T-Shirt Y/B/COLLEGE,4,JUC (CONSIGNMENT),0,1
15/01/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
15/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,5,JUC (CONSIGNMENT),0,1
15/01/2026,UST T-Shirt Sporty,1,JUC (CONSIGNMENT),0,1
15/01/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
15/01/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
15/01/2026,DRI-FIT NEW,1,JYL ATHLETICA (CONSIGNMENT),0,1
15/01/2026,Poloshirt @800,3,JYL ATHLETICA (CONSIGNMENT),0,1
15/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",1,JYL ATHLETICA (CONSIGNMENT),0,1
15/01/2026,Taslan NEW,1,JYL ATHLETICA (CONSIGNMENT),0,1
15/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",5,STITCH CORP. (BLEEVES PAID),0,1
15/01/2026,Corp Jacket V2,2,STITCH CORP. (BLEEVES PAID),0,1
15/01/2026,Pen @40,1,TET AND DARS (PAID),0,1
15/01/2026,"Go USTE (W,Y,B) @450",5,THREADMARKED (CONSIGNMENT),0,1
15/01/2026,"Oversized shirt (V,B) @650",4,THREADMARKED (CONSIGNMENT),0,1
15/01/2026,Two-toned windbreaker @1700,1,THREADMARKED (PAID),0,1
15/01/2026,5M Rotating Keychain,7,USTORE (PAID),0,1
15/01/2026,Automatic Umbrella,3,USTORE (PAID),0,1
15/01/2026,C. Keychain,9,USTORE (PAID),0,1
15/01/2026,ID Case v2 @40,1,USTORE (PAID),0,1
15/01/2026,Lanyard @180,14,USTORE (PAID),0,1
15/01/2026,MJ Sticker Large,1,USTORE (PAID),0,1
15/01/2026,MJ Sticker Medium,2,USTORE (PAID),0,1
15/01/2026,MJ Sticker Small,1,USTORE (PAID),0,1
15/01/2026,Stainless Eco Tumbler,1,USTORE (PAID),0,1
15/01/2026,Tiger Plushie Small,1,USTORE (PAID),0,1
15/01/2026,Tote Viva Santo Tomas,6,USTORE (PAID),0,1
15/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
15/01/2026,Generic Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
16/01/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
16/01/2026,White Embro,2,BLAZE (CONSIGNMENT),0,1
16/01/2026,Shirts all @450 UPSIZE (3XL-4XL),2,JUC (CONSIGNMENT),0,1
16/01/2026,Shirts all @450 UPSIZE (5XL),2,JUC (CONSIGNMENT),0,1
16/01/2026,UST College ID Lace,9,JUC (CONSIGNMENT),0,1
16/01/2026,UST OAT Hoodie Jacket,3,JUC (CONSIGNMENT),0,1
16/01/2026,"UST OAT MUG (Y,W,B)",1,JUC (CONSIGNMENT),0,1
16/01/2026,UST OAT T-Shirt Y/B/COLLEGE,7,JUC (CONSIGNMENT),0,1
16/01/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
16/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,15,JUC (CONSIGNMENT),0,1
16/01/2026,UST T-Shirt Sporty,2,JUC (CONSIGNMENT),0,1
16/01/2026,Cotton Brush Jacket,2,JYL ATHLETICA (CONSIGNMENT),0,1
16/01/2026,Cotton Gray Jacket,2,JYL ATHLETICA (CONSIGNMENT),0,1
16/01/2026,Poloshirt @800,2,JYL ATHLETICA (CONSIGNMENT),0,1
16/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",2,JYL ATHLETICA (CONSIGNMENT),0,1
16/01/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
16/01/2026,Tiger Headband (2 Designs),2,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
16/01/2026,Tiger Paw Keychain @375,7,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
16/01/2026,Back Pack,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
16/01/2026,Hoodies Breaker,3,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
16/01/2026,Tiger w/ Box,3,STITCH CORP. (BLEEVES CONSIGNMENT),0,1
16/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",8,STITCH CORP. (BLEEVES PAID),0,1
16/01/2026,Bamboo Notebook @150,3,STITCH CORP. (BLEEVES PAID),0,1
16/01/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
16/01/2026,Corp Jacket V2,1,STITCH CORP. (BLEEVES PAID),0,1
16/01/2026,"Go USTE (W,Y,B) @450",4,THREADMARKED (CONSIGNMENT),0,1
16/01/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
16/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",1,THREADMARKED (PAID),0,1
16/01/2026,Two-toned windbreaker @1700,1,THREADMARKED (PAID),0,1
16/01/2026,5M Rotating Keychain,5,USTORE (PAID),0,1
16/01/2026,Automatic Umbrella,1,USTORE (PAID),0,1
16/01/2026,Black Eco Bag,9,USTORE (PAID),0,1
16/01/2026,Button Pin (Small),2,USTORE (PAID),0,1
16/01/2026,C. Keychain,7,USTORE (PAID),0,1
16/01/2026,College Sticker @120,2,USTORE (PAID),0,1
16/01/2026,ID Case v2 @40,2,USTORE (PAID),0,1
16/01/2026,Insignia Pen,1,USTORE (PAID),0,1
16/01/2026,Lanyard @180,9,USTORE (PAID),0,1
16/01/2026,MJ Sticker Large,2,USTORE (PAID),0,1
16/01/2026,MJ Sticker Medium,3,USTORE (PAID),0,1
16/01/2026,MJ Sticker Small,1,USTORE (PAID),0,1
16/01/2026,Scarf @490,2,USTORE (PAID),0,1
16/01/2026,Tiger Plushie Small,1,USTORE (PAID),0,1
16/01/2026,Tote Bag Canvas White @160,1,USTORE (PAID),0,1
16/01/2026,Tote ONE FOR UST,1,USTORE (PAID),0,1
16/01/2026,Tote Viva Santo Tomas,5,USTORE (PAID),0,1
16/01/2026,Yellow Notebook,2,USTORE (PAID),0,1
16/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
16/01/2026,Generic Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
16/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
16/01/2026,New Keychain,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
16/01/2026,Varsity Long Sticker,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
17/01/2026,Polo Shirt @800,2,BLAZE (CONSIGNMENT),0,1
17/01/2026,UST College ID Lace,7,JUC (CONSIGNMENT),0,1
17/01/2026,UST OAT Hoodie Jacket,2,JUC (CONSIGNMENT),0,1
17/01/2026,UST OAT MUG (Pure Black),1,JUC (CONSIGNMENT),0,1
17/01/2026,"UST OAT MUG (Y,W,B)",3,JUC (CONSIGNMENT),0,1
17/01/2026,UST OAT T-Shirt Y/B/COLLEGE,4,JUC (CONSIGNMENT),0,1
17/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,11,JUC (CONSIGNMENT),0,1
17/01/2026,Corp Jacket V3,4,JYL ATHLETICA (CONSIGNMENT),0,1
17/01/2026,DRI-FIT NEW,2,JYL ATHLETICA (CONSIGNMENT),0,1
17/01/2026,Poloshirt @800,14,JYL ATHLETICA (CONSIGNMENT),0,1
17/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",7,JYL ATHLETICA (CONSIGNMENT),0,1
17/01/2026,Small Mystery Car,2,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
17/01/2026,Tiger Paw Keychain @375,6,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
17/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",6,STITCH CORP. (BLEEVES PAID),0,1
17/01/2026,Bamboo Notebook @150,1,STITCH CORP. (BLEEVES PAID),0,1
17/01/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
17/01/2026,"Oversized shirt (V,B) @650",2,THREADMARKED (CONSIGNMENT),0,1
17/01/2026,5M Rotating Keychain,5,USTORE (PAID),0,1
17/01/2026,Aquaflask,2,USTORE (PAID),0,1
17/01/2026,Automatic Umbrella,6,USTORE (PAID),0,1
17/01/2026,Black Eco Bag,1,USTORE (PAID),0,1
17/01/2026,Button Pin (Big),1,USTORE (PAID),0,1
17/01/2026,Button Pin (Small),1,USTORE (PAID),0,1
17/01/2026,C. Keychain,2,USTORE (PAID),0,1
17/01/2026,ID Case v2 @40,1,USTORE (PAID),0,1
17/01/2026,MJ Sticker Medium,4,USTORE (PAID),0,1
17/01/2026,MJ Sticker Small,3,USTORE (PAID),0,1
17/01/2026,Notelet,3,USTORE (PAID),0,1
17/01/2026,Stainless Eco Tumbler,1,USTORE (PAID),0,1
17/01/2026,Tote ONE FOR UST,1,USTORE (PAID),0,1
17/01/2026,Tote Viva Santo Tomas,3,USTORE (PAID),0,1
17/01/2026,Yellow Id Lanyard,6,USTORE (PAID),1,0.5
17/01/2026,Yellow Notebook,3,USTORE (PAID),0,1
17/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
17/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
17/01/2026,New Keychain,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
17/01/2026,USTWBT Championship Shirt 2025,2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
17/01/2026,Varsity Long Sticker,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
19/01/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
19/01/2026,Shirts all @450 UPSIZE (5XL),1,JUC (CONSIGNMENT),0,1
19/01/2026,UST College ID Lace,12,JUC (CONSIGNMENT),0,1
19/01/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
19/01/2026,UST OAT T-Shirt Y/B/COLLEGE,11,JUC (CONSIGNMENT),0,1
19/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,7,JUC (CONSIGNMENT),0,1
19/01/2026,UST T-Shirt Sporty,7,JUC (CONSIGNMENT),0,1
19/01/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
19/01/2026,Yellow Wearable Blanket,1,STITCH CORP. (BLEEVES CONSIGNMENT),1,0.5
19/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",4,STITCH CORP. (BLEEVES PAID),0,1
19/01/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
