Date,Item,Total Quantity,Supplier,imputation_flag,weight
19/01/2026,"Go USTE (W,Y,B) @450",2,THREADMARKED (CONSIGNMENT),0,1
19/01/2026,"Oversized shirt (V,B) @650",3,THREADMARKED (CONSIGNMENT),0,1
19/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",7,THREADMARKED (PAID),0,1
19/01/2026,5M Rotating Keychain,4,USTORE (PAID),0,1
19/01/2026,Automatic Umbrella,2,USTORE (PAID),0,1
19/01/2026,C. Keychain,1,USTORE (PAID),0,1
19/01/2026,College Sticker @120,1,USTORE (PAID),0,1
19/01/2026,ID Case v2 @40,6,USTORE (PAID),0,1
19/01/2026,MJ Sticker Medium,1,USTORE (PAID),0,1
19/01/2026,MJ Sticker Small,2,USTORE (PAID),0,1
19/01/2026,Notelet,1,USTORE (PAID),0,1
19/01/2026,Tiger Plushie Small,1,USTORE (PAID),0,1
19/01/2026,Tote Bag Canvas White @160,2,USTORE (PAID),0,1
19/01/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
19/01/2026,Yellow Id Lanyard,1,USTORE (PAID),1,0.5
19/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
19/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
19/01/2026,VL Sticker Pack,2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
19/01/2026,"Y,B VL UST",4,VARSITY LIFESTYLE (CONSIGNMENT),0,1
20/01/2026,Shirts all @450 UPSIZE (5XL),1,JUC (CONSIGNMENT),0,1
20/01/2026,UST College ID Lace,9,JUC (CONSIGNMENT),0,1
20/01/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
20/01/2026,"UST OAT MUG (Y,W,B)",1,JUC (CONSIGNMENT),0,1
20/01/2026,UST OAT T-Shirt Y/B/COLLEGE,17,JUC (CONSIGNMENT),0,1
20/01/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
20/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,8,JUC (CONSIGNMENT),0,1
20/01/2026,UST T-Shirt Sporty,5,JUC (CONSIGNMENT),0,1
20/01/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
20/01/2026,Cotton Brush Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
20/01/2026,Poloshirt 123456 @860,1,JYL ATHLETICA (CONSIGNMENT),0,1
20/01/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
20/01/2026,Windbreaker,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
20/01/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
20/01/2026,Tiger Paw Keychain @375,5,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
20/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",3,STITCH CORP. (BLEEVES PAID),0,1
20/01/2026,Logo Keychain @200,1,TET AND DARS (PAID),0,1
20/01/2026,Pen @40,1,TET AND DARS (PAID),0,1
20/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",5,THREADMARKED (PAID),0,1
20/01/2026,5M Rotating Keychain,2,USTORE (PAID),0,1
20/01/2026,Automatic Umbrella,2,USTORE (PAID),0,1
20/01/2026,Black Eco Bag,1,USTORE (PAID),0,1
20/01/2026,C. Keychain,1,USTORE (PAID),0,1
20/01/2026,Chibi Stickers,1,USTORE (PAID),0,1
20/01/2026,ID Case v2 @40,3,USTORE (PAID),0,1
20/01/2026,MJ Sticker Large,11,USTORE (PAID),0,1
20/01/2026,MJ Sticker Medium,6,USTORE (PAID),0,1
20/01/2026,MJ Sticker Small,1,USTORE (PAID),0,1
20/01/2026,Thomasian Kit,1,USTORE (PAID),0,1
20/01/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
20/01/2026,Yellow Id Lanyard,7,USTORE (PAID),1,0.5
20/01/2026,Yellow Notebook,1,USTORE (PAID),0,1
20/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
20/01/2026,Generic Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
20/01/2026,Varsity Long Sticker,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
20/01/2026,"Y,B VL UST",1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
21/01/2026,UST College ID Lace,10,JUC (CONSIGNMENT),0,1
21/01/2026,UST OAT Hoodie Jacket,4,JUC (CONSIGNMENT),0,1
21/01/2026,UST OAT T-Shirt Y/B/COLLEGE,15,JUC (CONSIGNMENT),0,1
21/01/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
21/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,10,JUC (CONSIGNMENT),0,1
21/01/2026,UST T-Shirt Sporty,2,JUC (CONSIGNMENT),0,1
21/01/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
21/01/2026,Poloshirt 123456 @860,3,JYL ATHLETICA (CONSIGNMENT),0,1
21/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",1,JYL ATHLETICA (CONSIGNMENT),0,1
21/01/2026,Tiger Headband (2 Designs),1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
21/01/2026,Tiger Paw Keychain @375,3,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
21/01/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
21/01/2026,Black Wearable Blanket,1,STITCH CORP. (BLEEVES CONSIGNMENT),1,0.5
21/01/2026,Clock @700,1,STITCH CORP. (BLEEVES CONSIGNMENT),0,1
21/01/2026,Yellow Wearable Blanket,1,STITCH CORP. (BLEEVES CONSIGNMENT),1,0.5
21/01/2026,Bamboo Notebook @150,1,STITCH CORP. (BLEEVES PAID),0,1
21/01/2026,Arch @350,27,TET AND DARS (PAID),0,1
21/01/2026,Logo Keychain @200,1,TET AND DARS (PAID),0,1
21/01/2026,Pen @40,1,TET AND DARS (PAID),0,1
21/01/2026,"Go USTE (W,Y,B) @450",1,THREADMARKED (CONSIGNMENT),0,1
21/01/2026,"Oversized shirt (V,B) @650",2,THREADMARKED (CONSIGNMENT),0,1
21/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",1,THREADMARKED (PAID),0,1
21/01/2026,Two-toned windbreaker @1700,4,THREADMARKED (PAID),0,1
21/01/2026,5M Rotating Keychain,1,USTORE (PAID),0,1
21/01/2026,Aquaflask,1,USTORE (PAID),0,1
21/01/2026,Automatic Umbrella,5,USTORE (PAID),0,1
21/01/2026,Chibi Stickers,1,USTORE (PAID),0,1
21/01/2026,College Sticker @120,2,USTORE (PAID),0,1
21/01/2026,ID Case v2 @40,4,USTORE (PAID),0,1
21/01/2026,MJ Sticker Large,1,USTORE (PAID),0,1
21/01/2026,MJ Sticker Medium,4,USTORE (PAID),0,1
21/01/2026,MJ Sticker Small,2,USTORE (PAID),0,1
21/01/2026,Thomasian Kit,1,USTORE (PAID),0,1
21/01/2026,Tiger Plushie Small,1,USTORE (PAID),0,1
21/01/2026,Tote Viva Santo Tomas,3,USTORE (PAID),0,1
21/01/2026,Yellow Id Lanyard,4,USTORE (PAID),1,0.5
21/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
21/01/2026,VL Sticker Pack,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
21/01/2026,"Y,B VL UST",2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
22/01/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
22/01/2026,UST College ID Lace,6,JUC (CONSIGNMENT),0,1
22/01/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
22/01/2026,UST OAT MUG (Pure Black),1,JUC (CONSIGNMENT),0,1
22/01/2026,"UST OAT MUG (Y,W,B)",2,JUC (CONSIGNMENT),0,1
22/01/2026,UST OAT T-Shirt Y/B/COLLEGE,7,JUC (CONSIGNMENT),0,1
22/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,11,JUC (CONSIGNMENT),0,1
22/01/2026,UST T-Shirt Sporty,3,JUC (CONSIGNMENT),0,1
22/01/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
22/01/2026,Cotton Black Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
22/01/2026,DRI-FIT NEW,4,JYL ATHLETICA (CONSIGNMENT),0,1
22/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",4,JYL ATHLETICA (CONSIGNMENT),0,1
22/01/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
22/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",9,STITCH CORP. (BLEEVES PAID),0,1
22/01/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
22/01/2026,Corp Jacket V2,3,STITCH CORP. (BLEEVES PAID),0,1
22/01/2026,Kraft Notebook @130,1,STITCH CORP. (BLEEVES PAID),0,1
22/01/2026,Logo Keychain @200,3,TET AND DARS (PAID),0,1
22/01/2026,"Go USTE (W,Y,B) @450",1,THREADMARKED (CONSIGNMENT),0,1
22/01/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
22/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",1,THREADMARKED (PAID),0,1
22/01/2026,Two-toned windbreaker @1700,1,THREADMARKED (PAID),0,1
22/01/2026,5M Rotating Keychain,1,USTORE (PAID),0,1
22/01/2026,Automatic Umbrella,2,USTORE (PAID),0,1
22/01/2026,C. Keychain,2,USTORE (PAID),0,1
22/01/2026,College Sticker @120,2,USTORE (PAID),0,1
22/01/2026,ID Case v2 @40,6,USTORE (PAID),0,1
22/01/2026,Insignia Pen,1,USTORE (PAID),0,1
22/01/2026,MJ Sticker Large,3,USTORE (PAID),0,1
22/01/2026,MJ Sticker Medium,3,USTORE (PAID),0,1
22/01/2026,MJ Sticker Small,5,USTORE (PAID),0,1
22/01/2026,Powerbank,3,USTORE (PAID),0,1
22/01/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
22/01/2026,Utensils,1,USTORE (PAID),0,1
22/01/2026,Yellow Id Lanyard,8,USTORE (PAID),1,0.5
22/01/2026,Black Lanyard,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
22/01/2026,Generic Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
22/01/2026,New Keychain,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
22/01/2026,VL Sticker Pack,3,VARSITY LIFESTYLE (CONSIGNMENT),0,1
22/01/2026,"Y,B VL UST",1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
23/01/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
23/01/2026,UST College ID Lace,2,JUC (CONSIGNMENT),0,1
23/01/2026,UST OAT Hoodie Jacket,2,JUC (CONSIGNMENT),0,1
23/01/2026,UST OAT MUG (Pure Black),2,JUC (CONSIGNMENT),0,1
23/01/2026,"UST OAT MUG (Y,W,B)",1,JUC (CONSIGNMENT),0,1
23/01/2026,UST OAT T-Shirt Y/B/COLLEGE,8,JUC (CONSIGNMENT),0,1
23/01/2026,UST Sweatshirt Sporty,3,JUC (CONSIGNMENT),0,1
23/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,23,JUC (CONSIGNMENT),0,1
23/01/2026,UST T-Shirt Sporty,7,JUC (CONSIGNMENT),0,1
23/01/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
23/01/2026,Cotton Brush Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
23/01/2026,DRI-FIT NEW,2,JYL ATHLETICA (CONSIGNMENT),0,1
23/01/2026,Poloshirt 123456 @860,1,JYL ATHLETICA (CONSIGNMENT),0,1
23/01/2026,Poloshirt @800,2,JYL ATHLETICA (CONSIGNMENT),0,1
23/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",9,JYL ATHLETICA (CONSIGNMENT),0,1
23/01/2026,Tiger Paw Keychain @375,5,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
23/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",11,STITCH CORP. (BLEEVES PAID),0,1
23/01/2026,Bamboo Notebook @150,1,STITCH CORP. (BLEEVES PAID),0,1
23/01/2026,Bamboo Pen @60,7,STITCH CORP. (BLEEVES PAID),0,1
23/01/2026,Corp Jacket V2,4,STITCH CORP. (BLEEVES PAID),0,1
23/01/2026,Kraft Notebook @130,2,STITCH CORP. (BLEEVES PAID),0,1
23/01/2026,Logo Keychain @200,2,TET AND DARS (PAID),0,1
23/01/2026,Logo Sticker @30,3,TET AND DARS (PAID),0,1
23/01/2026,"Oversized shirt (V,B) @650",3,THREADMARKED (CONSIGNMENT),0,1
23/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",3,THREADMARKED (PAID),0,1
23/01/2026,5M Rotating Keychain,3,USTORE (PAID),0,1
23/01/2026,Aquaflask,5,USTORE (PAID),0,1
23/01/2026,Automatic Umbrella,1,USTORE (PAID),0,1
23/01/2026,Black Eco Bag,1,USTORE (PAID),0,1
23/01/2026,Button Pin (Big),1,USTORE (PAID),0,1
23/01/2026,C. Keychain,3,USTORE (PAID),0,1
23/01/2026,MJ Sticker Large,3,USTORE (PAID),0,1
23/01/2026,MJ Sticker Medium,9,USTORE (PAID),0,1
23/01/2026,MJ Sticker Small,3,USTORE (PAID),0,1
23/01/2026,Tiger Plushie Small,2,USTORE (PAID),0,1
23/01/2026,Tote Viva Santo Tomas,2,USTORE (PAID),0,1
23/01/2026,Utensils,2,USTORE (PAID),0,1
23/01/2026,Yellow Id Lanyard,4,USTORE (PAID),1,0.5
23/01/2026,Yellow Notebook,1,USTORE (PAID),0,1
23/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
23/01/2026,Generic Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
23/01/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
23/01/2026,New Keychain,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
23/01/2026,"Y,B VL UST",22,VARSITY LIFESTYLE (CONSIGNMENT),0,1
25/01/2026,Black Embro Oversized Shirt,1,BLAZE (CONSIGNMENT),1,0.5
25/01/2026,Black Hoodie Embro,1,BLAZE (CONSIGNMENT),1,0.5
25/01/2026,Tripple Embro Black Shirt,1,BLAZE (CONSIGNMENT),1,0.5
25/01/2026,Shirts all @450 UPSIZE (3XL-4XL),5,JUC (CONSIGNMENT),0,1
25/01/2026,UST College ID Lace,97,JUC (CONSIGNMENT),0,1
25/01/2026,UST OAT Hoodie Jacket,20,JUC (CONSIGNMENT),0,1
25/01/2026,UST OAT MUG (Pure Black),5,JUC (CONSIGNMENT),0,1
25/01/2026,"UST OAT MUG (Y,W,B)",18,JUC (CONSIGNMENT),0,1
25/01/2026,UST OAT T-Shirt Y/B/COLLEGE,70,JUC (CONSIGNMENT),0,1
25/01/2026,UST Sweatshirt Sporty,8,JUC (CONSIGNMENT),0,1
25/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,171,JUC (CONSIGNMENT),0,1
25/01/2026,Corp Jacket V3,14,JYL ATHLETICA (CONSIGNMENT),0,1
25/01/2026,Cotton Black Jacket,3,JYL ATHLETICA (CONSIGNMENT),0,1
25/01/2026,Jacket,4,JYL ATHLETICA (CONSIGNMENT),0,1
25/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",73,JYL ATHLETICA (CONSIGNMENT),0,1
25/01/2026,Tiger Headband (2 Designs),86,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
25/01/2026,Tiger Paw Keychain @375,182,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
25/01/2026,Go Fight UST Shirt,14,SHIRT HAPPENS,0,1
25/01/2026,Black Wearable Blanket,1,STITCH CORP. (BLEEVES CONSIGNMENT),1,0.5
25/01/2026,Yellow Wearable Blanket,1,STITCH CORP. (BLEEVES CONSIGNMENT),1,0.5
25/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",190,STITCH CORP. (BLEEVES PAID),0,1
25/01/2026,Bamboo Notebook @150,7,STITCH CORP. (BLEEVES PAID),0,1
25/01/2026,Bamboo Pen @60,35,STITCH CORP. (BLEEVES PAID),0,1
25/01/2026,Logo Keychain @200,90,TET AND DARS (PAID),0,1
25/01/2026,Logo Sticker @30,6,TET AND DARS (PAID),0,1
25/01/2026,Long Sticker @120,20,TET AND DARS (PAID),0,1
25/01/2026,Pen @40,58,TET AND DARS (PAID),0,1
25/01/2026,"Go USTE (W,Y,B) @450",33,THREADMARKED (CONSIGNMENT),0,1
25/01/2026,"Oversized shirt (V,B) @650",29,THREADMARKED (CONSIGNMENT),0,1
25/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",29,THREADMARKED (PAID),0,1
25/01/2026,Two-toned windbreaker @1700,18,THREADMARKED (PAID),0,1
25/01/2026,5M Rotating Keychain,163,USTORE (PAID),0,1
25/01/2026,Automatic Umbrella,29,USTORE (PAID),0,1
25/01/2026,Black Eco Bag,74,USTORE (PAID),0,1
25/01/2026,Button Pin (Big),51,USTORE (PAID),0,1
25/01/2026,Button Pin (Small),53,USTORE (PAID),0,1
25/01/2026,Chibi Stickers,39,USTORE (PAID),0,1
25/01/2026,ID Case v2 @40,11,USTORE (PAID),0,1
25/01/2026,Insignia Pen,4,USTORE (PAID),0,1
25/01/2026,Lanyard @180,361,USTORE (PAID),0,1
25/01/2026,Pencil,4,USTORE (PAID),0,1
25/01/2026,Stainless Eco Tumbler,1,USTORE (PAID),0,1
25/01/2026,Tiger Plushie Small,12,USTORE (PAID),0,1
25/01/2026,Tote Bag Canvas White @160,63,USTORE (PAID),0,1
25/01/2026,Tote Viva Santo Tomas,33,USTORE (PAID),0,1
25/01/2026,Yellow Id Lanyard,100,USTORE (PAID),1,0.5
25/01/2026,Yellow Notebook,36,USTORE (PAID),0,1
25/01/2026,Black Lanyard,48,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
25/01/2026,Generic Lanyard,17,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
25/01/2026,New Keychain,44,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
25/01/2026,Scarves,22,VARSITY LIFESTYLE (CONSIGNMENT),0,1
25/01/2026,Varsity Lanyard,9,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
25/01/2026,Varsity Long Sticker,3,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
25/01/2026,VL Sticker Pack,28,VARSITY LIFESTYLE (CONSIGNMENT),0,1
25/01/2026,"Y,B VL UST",51,VARSITY LIFESTYLE (CONSIGNMENT),0,1
27/01/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
27/01/2026,UST College ID Lace,7,JUC (CONSIGNMENT),0,1
27/01/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
27/01/2026,"UST OAT MUG (Y,W,B)",2,JUC (CONSIGNMENT),0,1
27/01/2026,UST OAT T-Shirt Y/B/COLLEGE,8,JUC (CONSIGNMENT),0,1
27/01/2026,UST Sweatshirt Sporty,2,JUC (CONSIGNMENT),0,1
27/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,10,JUC (CONSIGNMENT),0,1
27/01/2026,UST T-Shirt Sporty,3,JUC (CONSIGNMENT),0,1
27/01/2026,Corp Jacket V3,4,JYL ATHLETICA (CONSIGNMENT),0,1
27/01/2026,Cotton Gray Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
27/01/2026,Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
27/01/2026,Machete V2,1,JYL ATHLETICA (CONSIGNMENT),0,1
27/01/2026,Poloshirt 123456 @860,1,JYL ATHLETICA (CONSIGNMENT),0,1
27/01/2026,Poloshirt @800,2,JYL ATHLETICA (CONSIGNMENT),0,1
27/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",4,JYL ATHLETICA (CONSIGNMENT),0,1
27/01/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
27/01/2026,Tiger Paw Keychain @375,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
27/01/2026,Back Pack,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
27/01/2026,Hoodies Breaker,5,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
27/01/2026,Pure Black Laptop Bag,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),1,0.5
27/01/2026,Clock @700,1,STITCH CORP. (BLEEVES CONSIGNMENT),0,1
27/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",5,STITCH CORP. (BLEEVES PAID),0,1
27/01/2026,Bamboo Notebook @150,1,STITCH CORP. (BLEEVES PAID),0,1
27/01/2026,Corp Jacket V2,1,STITCH CORP. (BLEEVES PAID),0,1
27/01/2026,"Go USTE (W,Y,B) @450",1,THREADMARKED (CONSIGNMENT),0,1
27/01/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
27/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",4,THREADMARKED (PAID),0,1
27/01/2026,Two-toned windbreaker @1700,1,THREADMARKED (PAID),0,1
27/01/2026,5M Rotating Keychain,3,USTORE (PAID),0,1
27/01/2026,Automatic Umbrella,5,USTORE (PAID),0,1
27/01/2026,Black Eco Bag,1,USTORE (PAID),0,1
27/01/2026,C. Keychain,2,USTORE (PAID),0,1
27/01/2026,Chibi Stickers,1,USTORE (PAID),0,1
27/01/2026,ID Case v2 @40,2,USTORE (PAID),0,1
27/01/2026,Insignia Pen,1,USTORE (PAID),0,1
27/01/2026,Lanyard @180,15,USTORE (PAID),0,1
27/01/2026,MJ Charger,1,USTORE (PAID),0,1
27/01/2026,MJ Sticker Medium,1,USTORE (PAID),0,1
27/01/2026,MJ Sticker Small,2,USTORE (PAID),0,1
27/01/2026,Notelet,2,USTORE (PAID),0,1
27/01/2026,Tote Bag Canvas White @160,2,USTORE (PAID),0,1
27/01/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
27/01/2026,Utensils,18,USTORE (PAID),0,1
27/01/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
27/01/2026,VL Sticker Pack,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
27/01/2026,"Y,B VL UST",8,VARSITY LIFESTYLE (CONSIGNMENT),0,1
29/01/2026,Polo Shirt @800,2,BLAZE (CONSIGNMENT),0,1
29/01/2026,UST College ID Lace,14,JUC (CONSIGNMENT),0,1
29/01/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
29/01/2026,UST OAT T-Shirt Y/B/COLLEGE,12,JUC (CONSIGNMENT),0,1
29/01/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
29/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,8,JUC (CONSIGNMENT),0,1
29/01/2026,UST T-Shirt Sporty,6,JUC (CONSIGNMENT),0,1
29/01/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
29/01/2026,Cotton Black Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
29/01/2026,Cotton Brush Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
29/01/2026,DRI-FIT NEW,1,JYL ATHLETICA (CONSIGNMENT),0,1
29/01/2026,Poloshirt 123456 @860,2,JYL ATHLETICA (CONSIGNMENT),0,1
29/01/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
29/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",3,JYL ATHLETICA (CONSIGNMENT),0,1
29/01/2026,Tiger Paw Keychain @375,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
29/01/2026,Back Pack,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
29/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",2,STITCH CORP. (BLEEVES PAID),0,1
29/01/2026,Bamboo Notebook @150,1,STITCH CORP. (BLEEVES PAID),0,1
29/01/2026,Corp Jacket V2,1,STITCH CORP. (BLEEVES PAID),0,1
29/01/2026,Arch @350,1,TET AND DARS (PAID),0,1
29/01/2026,Pen @40,3,TET AND DARS (PAID),0,1
29/01/2026,"Go USTE (W,Y,B) @450",1,THREADMARKED (CONSIGNMENT),0,1
29/01/2026,"Oversized shirt (V,B) @650",3,THREADMARKED (CONSIGNMENT),0,1
29/01/2026,"Hoodie UST embro (V,G,Y,B) @1800",7,THREADMARKED (PAID),0,1
29/01/2026,Two-toned windbreaker @1700,2,THREADMARKED (PAID),0,1
29/01/2026,5M Rotating Keychain,4,USTORE (PAID),0,1
29/01/2026,C. Keychain,2,USTORE (PAID),0,1
29/01/2026,ID Case v2 @40,1,USTORE (PAID),0,1
29/01/2026,Lanyard @180,16,USTORE (PAID),0,1
29/01/2026,MJ Sticker Medium,7,USTORE (PAID),0,1
29/01/2026,MJ Sticker Small,8,USTORE (PAID),0,1
29/01/2026,Tiger Plushie Small,4,USTORE (PAID),0,1
29/01/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
29/01/2026,New Keychain,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
29/01/2026,"Y,B VL UST",3,VARSITY LIFESTYLE (CONSIGNMENT),0,1
30/01/2026,Shirts all @450 UPSIZE (3XL-4XL),2,JUC (CONSIGNMENT),0,1
30/01/2026,UST College ID Lace,25,JUC (CONSIGNMENT),0,1
30/01/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
30/01/2026,UST OAT T-Shirt Y/B/COLLEGE,5,JUC (CONSIGNMENT),0,1
30/01/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
30/01/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,13,JUC (CONSIGNMENT),0,1
30/01/2026,UST T-Shirt Sporty,1,JUC (CONSIGNMENT),0,1
30/01/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
30/01/2026,Corp Jacket V3,3,JYL ATHLETICA (CONSIGNMENT),0,1
30/01/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",2,JYL ATHLETICA (CONSIGNMENT),0,1
30/01/2026,White Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
30/01/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
30/01/2026,Small Mystery Car,2,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
30/01/2026,Tiger Paw Keychain @375,2,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
30/01/2026,Tiger w/ Box,8,STITCH CORP. (BLEEVES CONSIGNMENT),0,1
30/01/2026,"Ballpen 3 Designs @50 (B,Y,W)",9,STITCH CORP. (BLEEVES PAID),0,1
30/01/2026,Bamboo Notebook @150,2,STITCH CORP. (BLEEVES PAID),0,1
30/01/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
