Category,Date,No,Item,Size,Location,Classification,Price,Quantity,OPEX,Notes
APPAREL,01/07/2025,79,ABSC College Shirt (60th),Large,OUTSIDE,,350,0,,
APPAREL,01/07/2025,79,ABSC College Shirt (60th),XL,INSIDE,,350,16,,
APPAREL,01/07/2025,79,ABSC College Shirt (60th),XL,OUTSIDE,,350,1,,
APPAREL,01/07/2025,79,ABSC College Shirt (60th),2XL,INSIDE,,350,6,,
APPAREL,01/07/2025,79,ABSC College Shirt (60th),2XL,OUTSIDE,,350,1,,
APPAREL,01/07/2025,79,ABSC College Shirt (60th),3Xl,INSIDE,,350,6,,
APPAREL,01/07/2025,79,ABSC College Shirt (60th),3Xl,OUTSIDE,,350,1,,
APPAREL,01/07/2025,80,Corp Jacket v.2,Medium,INSIDE,,1650,64,,
APPAREL,01/07/2025,80,Corp Jacket v.2,Medium,OUTSIDE,,1650,6,,
APPAREL,01/07/2025,80,Corp Jacket v.2,Large,INSIDE,,1650,63,,
APPAREL,01/07/2025,80,Corp Jacket v.2,Large,OUTSIDE,,1650,9,,
APPAREL,01/07/2025,80,Corp Jacket v.2,XL,INSIDE,,1650,41,,
APPAREL,01/07/2025,80,Corp Jacket v.2,XL,OUTSIDE,,1650,4,,
APPAREL,01/07/2025,80,Corp Jacket v.2,2XL,INSIDE,,1650,41,,
APPAREL,01/07/2025,80,Corp Jacket v.2,2XL,OUTSIDE,,1650,7,,
APPAREL,01/07/2025,80,Corp Jacket v.2,3XL,INSIDE,,1650,67,,
APPAREL,01/07/2025,80,Corp Jacket v.2,3XL,OUTSIDE,,1650,3,,
APPAREL,01/07/2025,80,Corp Jacket v.2,4XL,INSIDE,,1650,66,,
APPAREL,01/07/2025,80,Corp Jacket v.2,4XL,OUTSIDE,,1650,8,,
APPAREL,01/07/2025,81,Tiger Custome,S-80,INSIDE,,1100,1,,
APPAREL,01/07/2025,81,Tiger Custome,S-80,OUTSIDE,,1100,0,,
APPAREL,01/07/2025,81,Tiger Custome,S-90,INSIDE,,1100,2,,
APPAREL,01/07/2025,81,Tiger Custome,S-90,OUTSIDE,,1100,0,,
APPAREL,01/07/2025,81,Tiger Custome,S-100,INSIDE,,1100,2,,
APPAREL,01/07/2025,81,Tiger Custome,S-100,OUTSIDE,,1100,0,,
NON-APPAREL,01/07/2025,1,Charger (display included),,,TA U15 C-L SET,1200,25,,
NON-APPAREL,01/07/2025,2,Charger (display included),,,TA U15 C-C SET,1200,22,,
NON-APPAREL,01/07/2025,3,Charger (display included),,,TA U206 PRO SET (TYPE C),1200,24,,
NON-APPAREL,01/07/2025,4,Charger (display included),,,TA U206 PRO SET (IPHONE),1000,24,,
NON-APPAREL,01/07/2025,5,Charger (display included),,,TA UI SET A-C (TYPE C),600,24,,
NON-APPAREL,01/07/2025,6,Charger (display included),,,TA UI SET (MICRO),700,24,,
NON-APPAREL,01/07/2025,7,Charger (display included),,,TA UI SET A-L (IPHONE),600,25,,
NON-APPAREL,01/07/2025,8,Charger (display included),,,TA U2 SET BLACK,700,6,,
NON-APPAREL,01/07/2025,9,Charger (display included),,,TA U2 SET PINK,700,11,,
NON-APPAREL,01/07/2025,10,Black Eco Bag,,,,50,,,
NON-APPAREL,01/07/2025,11,New Clappers,,,,18,20,,
NON-APPAREL,01/07/2025,12,College Keychain,,,,200,,2,
NON-APPAREL,01/07/2025,13,New Freshman Kit,,,,850,8,2,
NON-APPAREL,01/07/2025,14,Black Lanyard,,,,180,1163,,
NON-APPAREL,01/07/2025,15,College Long Sticker,,,,120,,,
NON-APPAREL,01/07/2025,16,Bucket Hat (display included),,,,200,0,,
NON-APPAREL,01/07/2025,17,White Tote Bag,,,,160,,,
NON-APPAREL,01/07/2025,18,Viva Sto.Tomas Tote Bag,,,,350,24,2,
NON-APPAREL,01/07/2025,19,Black UST Tote Bag,,,,350,29,4,
NON-APPAREL,01/07/2025,20,Yellow Aquaflask (display included),,,,1200,9,,72
NON-APPAREL,01/07/2025,21,Black  Aquaflask (display included),,,,1200,5,,36
NON-APPAREL,01/07/2025,22,New Umbrella,,,,350,48,3,
NON-APPAREL,01/07/2025,23,Utensils ( display included),,,,250,102,,
NON-APPAREL,01/07/2025,24,Small Tiger (display Included),,,,750,18,,90
NON-APPAREL,01/07/2025,25,Big Tiger (display Included),,,,850,19,,90
NON-APPAREL,01/07/2025,26,Small Sticker,,,,25,2613,,
NON-APPAREL,01/07/2025,27,Medium Sticker,,,,30,4139,,
NON-APPAREL,01/07/2025,28,Large Sticker,,,,35,2060,,
NON-APPAREL,01/07/2025,29,Bundle Sticker,,,,40,183,,
NON-APPAREL,01/07/2025,30,Notelets,,,,50,138,,
NON-APPAREL,01/07/2025,31,Bookmarks,,,,30,476,,
NON-APPAREL,01/07/2025,32,Pencil,,,,35,312,,
NON-APPAREL,01/07/2025,33,Thick Lanyard,,,,80,244,,
NON-APPAREL,01/07/2025,34,I.D Case,,,,20,367,,
NON-APPAREL,01/07/2025,35,Rotating keychain,,,,170,219,,
NON-APPAREL,01/07/2025,36,Magnetic pin,,,,130,317,,
NON-APPAREL,01/07/2025,37,UST College Lanyard (display included),,,,140,53,,
NON-APPAREL,01/07/2025,38,Ust Generic Lanyard (display included),,,,140,1,,
NON-APPAREL,01/07/2025,39,White - Yellow Inside Mug,,,,170,59,,
NON-APPAREL,01/07/2025,40,Yellow Oat Mug,,,,170,69,,
NON-APPAREL,01/07/2025,41,Black Oat Mug,,,,200,19,,50
NON-APPAREL,01/07/2025,42,Travel Mug,,,,500,24,,162
NON-APPAREL,01/07/2025,43,Ballpen w/ Box,,,,350,78,,
NON-APPAREL,01/07/2025,44,Artic Back Pack,,,,1750,2,,
NON-APPAREL,01/07/2025,45,Forward Back Pack,,,,1750,14,,
NON-APPAREL,01/07/2025,46,Black Golf Umbrella,,,,650,1,,
NON-APPAREL,01/07/2025,47,Yellow Gold Umbrella,,,,650,1,,
NON-APPAREL,01/07/2025,48,Black Laptop Bag,,,,1450,8,,
NON-APPAREL,01/07/2025,49,Yelow Laptop Bag,,,,1450,5,,
NON-APPAREL,01/07/2025,50,V. Volleyball Sticker (V1),,,,150,13,,
NON-APPAREL,01/07/2025,51,V. Basketball Sticker Pack (B1),,,,150,20,,
NON-APPAREL,01/07/2025,52,V. Basketball Sticker Pack (B2),,,,150,20,,
NON-APPAREL,01/07/2025,53,Varsity Long Sticker,,,,150,1,,
NON-APPAREL,01/07/2025,54,Varsity UST  Keychain,,,,150,1,,
NON-APPAREL,01/07/2025,55,Baller,,,,150,1,,
NON-APPAREL,01/07/2025,56,Varsity Lanyard,,,,280,21,,
NON-APPAREL,01/07/2025,57,Old Scarves (UNIVERSITY OF STO.TOMAS),,,,500,24,,
NON-APPAREL,01/07/2025,58,New Scarves (GO USTE),,,,500,40,,
NON-APPAREL,01/07/2025,59,Arch,,,,320,34,,108
NON-APPAREL,01/07/2025,60,Small Paper Bag,,,,80,3,,
NON-APPAREL,01/07/2025,61,Big Paper Bag,,,,130,38,,
NON-APPAREL,01/07/2025,62,UST Keychain,,,,180,6,,
NON-APPAREL,01/07/2025,63,Ballpen (display included),,,,40,446,,
NON-APPAREL,01/07/2025,64,UST Long Sticker,,,,120,130,,
NON-APPAREL,01/07/2025,65,Logo Sticker,,,,20,231,,
NON-APPAREL,01/07/2025,66,UST Yellow Cup,,,,380,45,,
NON-APPAREL,01/07/2025,67,UST Black  Cup,,,,,42,,
NON-APPAREL,01/07/2025,68,Yellow Click Pen,,,,50,55,,397
NON-APPAREL,01/07/2025,69,Black Click Pen,,,,,13,,404
NON-APPAREL,01/07/2025,70,Yellow Pen 1 line,,,,,71,,59
NON-APPAREL,01/07/2025,71,Black Pen 1 line,,,,,67,,407
NON-APPAREL,01/07/2025,72,Yellow Pen 2 lines,,,,,65,,56
NON-APPAREL,01/07/2025,73,Black Pen 2 lines,,,,,70,,406
NON-APPAREL,01/07/2025,74,Yellow Small Clock,,,,550,5,,
NON-APPAREL,01/07/2025,75,White Small Clock,,,,,6,,
NON-APPAREL,01/07/2025,76,Yellow Big Clock,,,,,50,,
NON-APPAREL,01/07/2025,77,White Big Clock,,,,,51,,
NON-APPAREL,01/07/2025,78,Bamboo Pen,,,,60,40,,411
NON-APPAREL,01/07/2025,79,Bamboo Notebook,,,,150,22,,443
NON-APPAREL,01/07/2025,80,Kraft Notebook,,,,130,17,,371
NON-APPAREL,01/07/2025,81,UST Mystery Car Small  (1:32),,,,1000,59,,
NON-APPAREL,01/07/2025,82,UST Car Big (1:64),,,,1900,7,,
NON-APPAREL,01/07/2025,83,Blanca Pen,,,,180,500,1,
NON-APPAREL,01/07/2025,84,Picasso Pen,,,,245,500,,
NON-APPAREL,01/07/2025,85,Insignia Pen,,,,150,500,,
NON-APPAREL,01/07/2025,86,Stainless Steel Tumbler,,,,900,300,,
NON-APPAREL,01/07/2025,87,Paperweight,,,,330,21,,
NON-APPAREL,01/07/2025,88,UST Chibi Sticker Set 1,,,,130,350,,
NON-APPAREL,01/07/2025,89,UST Chibi Sticker Set 2,,,,130,350,,
NON-APPAREL,01/07/2025,90,Yellow UST Scarves,,,,490,14,,42
NON-APPAREL,01/07/2025,91,Black UST Scarves,,,,,10,,247
NON-APPAREL,01/07/2025,92,Tiger Brooch,,,,,41,,
NON-APPAREL,01/07/2025,93,Hair band (tiger head and tail),,,,,5,,
NON-APPAREL,01/07/2025,94,Hair band (tiger ear),,,,,11,,80
NON-APPAREL,01/07/2025,95,Tiger claw,,,,,3,,17
NON-APPAREL,01/07/2025,96,Powerbank,,,,1100,300,,
NON-APPAREL,01/07/2025,97,2.25 Glossy Button Pin (main building),,,,75,200,,
NON-APPAREL,01/07/2025,98,2.25 Matte Button Pin (main building),,,,75,250,,
NON-APPAREL,01/07/2025,99,2.25 Glitter Button Pin (main building),,,,75,250,,
NON-APPAREL,01/07/2025,100,1.75 Glossy Button Pin (typographic),,,,60,100,,
NON-APPAREL,01/07/2025,101,1.75 Matte Button Pin (typographic),,,,60,100,,
NON-APPAREL,01/07/2025,102,1.75 Glitter Button Pin (typographic),,,,60,100,,
APPAREL,01/08/2025,1,Black Oat Hoodie,Small,INSIDE,,1450,18,,
APPAREL,01/08/2025,1,Black Oat Hoodie,Small,OUTSIDE,,1450,6,,
APPAREL,01/08/2025,1,Black Oat Hoodie,Medium,INSIDE,,1450,37,,
APPAREL,01/08/2025,1,Black Oat Hoodie,Medium,OUTSIDE,,1450,3,,
APPAREL,01/08/2025,1,Black Oat Hoodie,Large,INSIDE,,1450,8,,
APPAREL,01/08/2025,1,Black Oat Hoodie,Large,OUTSIDE,,1450,5,,
APPAREL,01/08/2025,1,Black Oat Hoodie,XL,INSIDE,,1450,10,,
APPAREL,01/08/2025,1,Black Oat Hoodie,XL,OUTSIDE,,1450,5,,
APPAREL,01/08/2025,1,Black Oat Hoodie,2XL,INSIDE,,1450,21,,
APPAREL,01/08/2025,1,Black Oat Hoodie,2XL,OUTSIDE,,1450,5,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,Small,INSIDE,,1450,0,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,Small,OUTSIDE,,1450,10,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,Medium,INSIDE,,1450,0,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,Medium,OUTSIDE,,1450,3,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,Large,INSIDE,,1450,0,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,Large,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,XL,INSIDE,,1450,0,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,XL,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,2XL,INSIDE,,1450,0,,
APPAREL,01/08/2025,2,Gray Oat Hoodie,2XL,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,3,Black Oat Shirt,XS,INSIDE,,375,30,,
APPAREL,01/08/2025,3,Black Oat Shirt,XS,OUTSIDE,,375,15,,
APPAREL,01/08/2025,3,Black Oat Shirt,Small,INSIDE,,375,20,,
APPAREL,01/08/2025,3,Black Oat Shirt,Small,OUTSIDE,,375,18,,
APPAREL,01/08/2025,3,Black Oat Shirt,Medium,INSIDE,,375,33,1,
APPAREL,01/08/2025,3,Black Oat Shirt,Medium,OUTSIDE,,375,44,1,
APPAREL,01/08/2025,3,Black Oat Shirt,Large,INSIDE,,375,46,,
APPAREL,01/08/2025,3,Black Oat Shirt,Large,OUTSIDE,,375,12,,
APPAREL,01/08/2025,3,Black Oat Shirt,XL,INSIDE,,375,52,1,
APPAREL,01/08/2025,3,Black Oat Shirt,XL,OUTSIDE,,375,39,1,
APPAREL,01/08/2025,3,Black Oat Shirt,2XL,INSIDE,,375,20,,
APPAREL,01/08/2025,3,Black Oat Shirt,2XL,OUTSIDE,,375,67,,
APPAREL,01/08/2025,3,Black Oat Shirt,3XL,INSIDE,,375,30,,
APPAREL,01/08/2025,3,Black Oat Shirt,3XL,OUTSIDE,,375,24,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,XS,INSIDE,,375,27,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,XS,OUTSIDE,,375,11,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,Small,INSIDE,,375,20,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,Small,OUTSIDE,,375,12,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,Medium,INSIDE,,375,40,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,Medium,OUTSIDE,,375,6,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,Large,INSIDE,,375,50,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,Large,OUTSIDE,,375,8,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,XL,INSIDE,,375,70,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,XL,OUTSIDE,,375,20,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,2XL,INSIDE,,375,70,,
APPAREL,01/08/2025,4,Yellow Oat Shirt,2XL,OUTSIDE,,375,9,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),XS,INSIDE,,375,0,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),XS,OUTSIDE,,375,1,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),Small,INSIDE,,375,9,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),Small,OUTSIDE,,375,0,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),Medium,INSIDE,,375,11,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),Large,INSIDE,,375,3,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),XL,INSIDE,,375,11,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),2XL,INSIDE,,375,8,,
APPAREL,01/08/2025,5,College of Science Shirt (blue/yellow),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),XS,INSIDE,,375,1,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),XS,OUTSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),Small,INSIDE,,375,3,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),Small,OUTSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),Medium,INSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),Large,INSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),XL,INSIDE,,375,3,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),XL,OUTSIDE,,375,1,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),2XL,INSIDE,,375,0,,
APPAREL,01/08/2025,6,Tourism Shirt (green/blue),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),XS,INSIDE,,375,5,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),XS,OUTSIDE,,375,0,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),Small,INSIDE,,375,3,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),Small,OUTSIDE,,375,1,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),Medium,INSIDE,,375,8,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),Large,INSIDE,,375,6,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),XL,INSIDE,,375,5,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),2XL,INSIDE,,375,1,,
APPAREL,01/08/2025,7,CICS Shirt (red/gray),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),XS,INSIDE,,375,1,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),XS,OUTSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),Small,INSIDE,,375,2,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),Small,OUTSIDE,,375,1,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),Medium,INSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),Large,INSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),XL,INSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),XL,OUTSIDE,,375,1,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),2XL,INSIDE,,375,0,,
APPAREL,01/08/2025,8,Engineering Shirt (black/gray),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),Small,INSIDE,,375,9,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),Small,OUTSIDE,,375,0,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),Medium,INSIDE,,375,2,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),Large,INSIDE,,375,3,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),XL,INSIDE,,375,4,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),2XL,INSIDE,,375,3,,
APPAREL,01/08/2025,9,Arts & Letters Shirt (blue/gray),2XL,OUTSIDE,,375,1,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),XS,INSIDE,,375,4,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),XS,OUTSIDE,,375,1,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),Small,INSIDE,,375,6,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),Small,OUTSIDE,,375,0,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),Medium,INSIDE,,375,6,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),Large,INSIDE,,375,8,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),XL,INSIDE,,375,6,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),2XL,INSIDE,,375,3,,
APPAREL,01/08/2025,10,Architecture (maroon/yellow),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),XS,INSIDE,,375,3,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),XS,OUTSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),Small,INSIDE,,375,2,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),Small,OUTSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),Medium,INSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),Medium,OUTSIDE,,375,1,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),Large,INSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),XL,INSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),2XL,INSIDE,,375,0,,
APPAREL,01/08/2025,11,Commerce Shirt (black /yellow),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),XS,INSIDE,,375,1,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),XS,OUTSIDE,,375,0,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),Small,INSIDE,,375,10,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),Small,OUTSIDE,,375,0,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),Medium,INSIDE,,375,0,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),Large,INSIDE,,375,3,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),Large,OUTSIDE,,375,1,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),XL,INSIDE,,375,6,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),2XL,INSIDE,,375,7,,
APPAREL,01/08/2025,12,Pharmacy Shirt (violet/yellow),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),Small,INSIDE,,375,0,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),Small,OUTSIDE,,375,0,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),Medium,INSIDE,,375,0,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),Medium,OUTSIDE,,375,0,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),Large,INSIDE,,375,0,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),Large,OUTSIDE,,375,0,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),XL,INSIDE,,375,3,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),XL,OUTSIDE,,375,1,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),2XL,INSIDE,,375,3,,
APPAREL,01/08/2025,13,Fine Arts Shirt (maroon/green),2XL,OUTSIDE,,375,0,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,XS,INSIDE,,1450,23,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,XS,OUTSIDE,,1450,3,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,Small,INSIDE,,1450,24,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,Small,OUTSIDE,,1450,4,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,Medium,INSIDE,,1450,11,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,Medium,OUTSIDE,,1450,6,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,Large,INSIDE,,1450,7,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,Large,OUTSIDE,,1450,6,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,XL,INSIDE,,1450,7,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,XL,OUTSIDE,,1450,6,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,2XL,INSIDE,,1450,10,,
APPAREL,01/08/2025,14,Black Sporty Sweatshirt,2XL,OUTSIDE,,1450,6,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,XS,INSIDE,,1450,30,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,XS,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,Small,INSIDE,,1450,28,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,Small,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,Medium,INSIDE,,1450,24,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,Medium,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,Large,INSIDE,,1450,18,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,Large,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,XL,INSIDE,,1450,11,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,XL,OUTSIDE,,1450,1,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,2XL,INSIDE,,1450,14,,
APPAREL,01/08/2025,15,Gray and Black Sporty Sweatshirt,2XL,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,XS,INSIDE,,1450,26,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,XS,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,Small,INSIDE,,1450,18,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,Small,OUTSIDE,,1450,1,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,Medium,INSIDE,,1450,12,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,Medium,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,Large,INSIDE,,1450,14,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,Large,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,XL,INSIDE,,1450,10,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,XL,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,2XL,INSIDE,,1450,9,,
APPAREL,01/08/2025,16,Gray and White Sporty Sweatshirt,2XL,OUTSIDE,,1450,0,,
APPAREL,01/08/2025,17,Black Happy Tiger,XS,INSIDE,,450,20,,
APPAREL,01/08/2025,17,Black Happy Tiger,XS,OUTSIDE,,450,13,,
APPAREL,01/08/2025,17,Black Happy Tiger,Small,INSIDE,,450,19,,
